User Name,Text
Aryan Sharma,viksit rashtra industrialised high quality life developed economy advanced technological infrastructure relative less industrialised nations vikassheel developing countries process preindustrial almost entirely agrarian common criteria evaluating degree economic development gross domestic product gdp monetary measure goods services produced country year countries high gdp per capita income amount money earned per person considered developed level countries tertiary companies provide services entertainment financial retailers quaternary sectors industry knowledgebased activities information technology research development well consulting services education dominate described developed developed countries generally
Abinesh Clifford,possibility burn plastic convert heat energy electricity byproduct emission gas use full reliable product
Anil Kumar,
Anil Kumar,votemarkorg
Ramkrishnagoswami,restriction people use sound boxsound system locality without realizing act nuisance others sound pollution sometimes protest leads heavy argument fight police aware interfere prevent people misusing facility strong legislation required prevent use sound system locality individual feels helpless prevent without police force thew must law prevent misuse expression helpless person undergoing pain without hope
Pushparaj,heard somewhere electricity produced cow dung need work
Bimal Sabherwal,request govt start yoga classes every institute addition class activate new jobs joblessyoga change life younger keeps medical expenses
Rajat Ranjan Das,respected sir counter age old education policy nep introduced good positive sign betterment education nep separate subject could introduced right lower secondary level financial literacy every child know meaning money income savings assets liabilities manage funds etc proper training level help develop entrepreneurs investors also prevent dumping money growth jai hind regards rajat
AnshulKumar,sir want bring big attention towards women safety indian society see daily girl facing bad words get harrassed males public always ignored person also able anything get harrased wrong touch want government takes action towards also suggestion towards defined government make rule school get compulsory training girls self defence extra charges release certificate also like marksheet compulsory girl get girls passed school trained camp cheap rates also strict action taken towards men attempted harrassment think inappropriate please take strict action towards girls feeling safe even puting foot home also due parents doesnt
Gopakumar KS,control population ammend law wherever applicable introduce law make people decipline try reduce corruption
Vinod Kumar_3010,terrorism considered different type crimefor rhe punishment must serious
KOUSIK GHOSH,control population ammend law wherever applicable introduce law make people decipline try reduce corruption
Ajay Date,language issue possible solution leading true national integration language discussion touches raw nerves everyone including blessed many languages suggest use languages true national intergation goi guardian state languages would safeguard nurture promote indian languages every citydistrict country could equiped teach indian languages live pune want learn assamese options theres national intergation place walk learn indian language hindi get covered would sanskrit achieved classroom trainings video confs school curriculum provide details could work covers infrastructure roles states center technology people participation india doesnt guard languages regards
Randheer Bahadur,please ensure census undertaken soon possible completed published dec thanks
Randheer Bahadur,anti defection law vichar krey parliamentarian free independent voice opinion even means going party whip direction thanks
Nilesh Anandrao More,sir start using gall peters projection world map current world map seems show india lesser size actually later ready project great power world
Pankaj Parekh,come know gst collection increase textile earlier gst council peoposed failed due market agitations specially cloth naturally one oppose suggestions gst rates textiles equally balance chain levels like cotton fibre spinning weaving process trading garmenting retails viz cotton polyster mam madeblended fabric garments etc one level say collection increase also benefit come complexity varied tax rates process refund etc benefit small medium weavers vanishing slowly last years see actual data bhiwandi small looms owner reducing day day slowly total industry getting control big corporates creating unemployment day day ministry association etc must work towards initiation better textile future benefit cluster like bhiw
Ramakanth Chirravuri,dear sirmadam request please consider time variable health insurance policy understand time valuable resource country particularly underprivileged communities would therefore easier identifyselect individuals higher need health insurance evaluation time straightforward propose time commitment individuals local chapters nationallevel civil missions swachh bharat green india solar india utilized fact expect far higher enrollment rates missions offering health insurance way health insurance becomes earned right fulfiling civil duties crude estimates suggest individual participates hours civil duty government also monetarily benefits proposal tangible intangible productivity monetized
RishabhSingh,want share thoughts leakage exam paper respect want say competitive examination leakage paper happed strict committee held higher level officers whos paper kept examined strictly
Christian Joint Action Committee CJAC,religious peace
Christian Joint Action Committee CJAC,religious peace
Akash Goyal,good morning sir want suggest many generic medicines selled low price selled high price medical stores company giving medical stores cheap rates higher prints price common person even doctors cannot identify generic medicines provided renewedgood brands major good brands producing generic medicines suggestion please make type logo sign like vegetarian brands generic medicines make easy every individual medical field identify generic brands demand less price thanking waiting kind response regards prof goyal akash madanlal
DrVijaya Hotkar,nhm medical officer hard work sincerely achieve target time salary like regular medical officer offer leaves nhm medical officer judicial system cases related domestic violence divorce process delayed slowly progress poor women common general population families parents affected didnt get relief well justice time suffer depression suicide well didnt step court due wastage time money many women poor families parents didnt money give fees advocate didnt guide families parents good faith neglect always women lost faith upon judicial system purpose suggestion short period process small courts contain junior judges appointment sort cases earlier offer justice relief alimonyrights reserved wifewomen empowerment take fast easy women happywill live dignity
Adithyakv,show survey tasks get certificate something like
Satish Kumar Vashist,please sahab meri vinti hai old pension employees suru jaye taki oldage per diktat nps main paisa dub rha hai employees govtka bhi loss rha hai
Ajaymukheja,sir delhi govt ban vehicles construction needs precise regards construction activities undertaken activities construction category dont pose threat additive factor pollutionthe officials given blanket permit penalise harrass builders irrespective type work undertaken feel clear demarcation activities done defining permitted permitted projects years suffering blind implementation order probably ill defined circulated properly giving feedback common man folded hands attention warm regards
Jitendra Trikamlal Dave,crime senior citizen india indian senior citizens age years eligible medical insurance absolutely necessary required senior citizen get loan emi driving license issued given jobs financial work hence depend others senior citizens paid taxes honestly dilligently hisher youth even becoming senior citizen still pay taxes schemes senior citizens india discount railways also widrawn horrible agonizing thing senior members families gets upset positively affect polls government suffer consequences duty government make life easy senior citizens assist sunset days especially loyal citizens youth paid
Rishabhchauhan,digida
Ashish Shukla,regular gst payer customer goverment request govt link online loan linked gst portal upto lac without colateral business owner paying gst regularly portal ask wants loan based cibil score portal give immediate loan credit amount loan bank account linked gst portalin case portal give chance business owner select bank psu private sector choose preference bank loan facility like instant loans given hdfc bank icici bank
AshishBalajiPanchal,time take pok back right favourable time take back pok theres civil war happening imran khan going partition pakistan use opportunity take step ahead one india policy crucial time india development cant afford big war opportunity came take charge
AshishBalajiPanchal,time take pok back right favourable time take back pok theres civil war happening imran khan going partition pakistan use opportunity take step ahead one india policy crucial time india development cant afford big war opportunity came take charge
Nitish Kumar,cadet nitish kumar
Girish Kanagotagi,government needs revenue person paid income tax dues within due date government already collected amount levy amount fine ground online process completed within due date india lacks proper internet services kindly issue orders department harass income tax payers
SubramanianS,sub solution stubble burning sir dried stubble sprinkled water decay soon used manure dried stubble mixed ploughed soil farm irrigated water decay short time act bio manure states cattle farmers buying stubble money transported states given free cattle farmers want concerned officer come economic feasibility transportation cost much need burn huge quantity causes acute pollution thank
Princepal Singh,cadet princepal singh khalsa college amritsar punjab naval unit amritsar air pollution caused vehicles factories power plants trash burning vehicles cause air pollution burning gasoline diesel significant cause air pollution burning fossil fuels create energy like coal oil air pollution considered contributor global warming major challenge face today
Vishaldeep Singh,cadet vishaldeep singh khalsa college amritsar punjab naval unit amritsar present condition earth challenging healthy existence life toxic environment air pollution water pollution global warming deforestation many environmental issues numerous easy ways save planet however depends dedication rate good habit followers promoted development environment friendly technologies could harm planet people make habit reduction usage harmful things reusage recycle things order generate less amount wastes generally many people use variety house cleansers order keep houses clean disinfected never see chemical constituents particular cleanser destructive water soil air clear products using daily life alwa
SHRINIVAS,start timebank goi play active role concept render service old needy people young hearty people goi keeps track record service period rendered young credit time devoted timebank account credit used young people required old age emergencies
Vivek Dattaram Mordekar,guidelines pedestrians accidents pedestrians occur mainly walk blind traffic walk left side road making blind vehicles approaching behind cant take preemptive actions unaware vehicles behind pedestrians walk right hand side road take preventive action vehicle tends ssto deviate regular path hit campaign made nation wide specifically targetted big cities major towns areas incidences shave occurred previously hope treated surgent deemed important
Bikash Das,use public transport personal
RameshSethuraman,honourable prime minister sir subject requisition needful form orassign government body registration department act escrow intermediate agency process selling buying immovable real estate properties process would increase government revenue many folds process reduce use unaccounted black money purchase transaction lands homes buildings housing become affordable since black money usage reduced real estate purchase transaction becomes transparent process unaccounted black money cannot used purchase cultivable rural lands rural india converted plots saving agricultural jobs process also aid reducing urban migration since agricultural lands jobs protected agricultural produce might increase also aid reducing food inflation
RameshSethuraman,honourable prime minister india narendra modi new delhi subject complaint take cognizance many financial problems faced normal citizens india one sided utterly biased loan agreements banks finance institutions country favour banks take steps directing rbi banks finance institutions union governments frame new rules protect citizens rights make rules format loan agreements neutral unbiased impartial borrowing citizen lending banks
Rajnish Kumar Gupta,dear sir things would like share develope complete compliance plateform portal companyfirmsole proprietorship etc get list legal complaince applicable putting registration number portal develope promote search engine mobile software like android lic policy mandatory income tax asaesee irrespective tax liability please start population control compaign asap
VAIBHAV PATHAK,dear india indeed proud thing born rich cultural country history india extremely inspiring full wisdom india faced many challenging situations comes defence bravest courageous world respected soldiers born country bold courageous leaders sir suggestions increase age limit years join territorial army necessary instructions ministries dopt various cpsespse etc frame mandatory policy employees wish serve country two suggestions would surely impact minds youth give opportunity defend mother land immense proud happiness jai hind jai bharat
Dhruvitkumar Talati,beat recession bean colonized mindset cyberforce new space activities
Dhruvitkumar Talati,cyberforce
PrernaPulani,suggestion need hour direct fellowship government schemes nss volunteers consideration nss volunteership ssc nitiayog others allocation better budget nss
Subrahmanyam Chirravuri,good evening thanking sir ideology towards nation local governance well educated persons must come politics know educational importance implement ideas society healthy india encourage greenery usage plastic safe waste form energy everyone able get good treatment among hospitals visited implementing innovative ideas among youngest minds form exhibitions social platforms expose ideas freely encouraging traditions every religion regions various places india become multi traditional multilingual india security safety among every individual living country made efficient ease monitoring activities gone india
Madhusudanan Pillai,respected sir regarding uncontrolled prices food products finished unfinished goods throughout country noticed prices commodities food products increased without control country without valid reasons companies increasing products single time maybe two tree times year unfortunately government control inflation increases due government able set price control mechanism involving various experts various fields setting committee government level may control subject price product food items packed unpacked prices increased company submit valid reason increase front mentioned committee committee must evaluate reason found genuine said increase may allowed countries followed
VARUN,respected modi sir many ideas noticed corruption still high level sir culprit powerful victim sir victim courage complaint one knows partner culprit sir one request contact number normal person make miss call receive call government responsible person keep identity confidential take proper action normal citizen many complaints due fear one coming complaint
Ashish Kumar,test
Sunil Goyar,first suggestions india gov become one religion cast responsible rules regulations god nature conservation thinkers india laws one states types cases judgement totally truth side reservation men women cast progress faster every type education based public welfare spiritual mithology content added degree syllabus students work nation foreign service ayurvedic treatment compulsory india every medical college clinic hospital affordable price everyone totally focus increase types sports india villages low fees types addiction totally stop also mobile without revenue expectations save nation nature plastic stopuse ramayana geeta always show
Krishnatrey Sharma,sharma simrah international school dhampur bijnor suggest new generation engaging future wrong task life recommend parents talk children regular basis day day life special task way get good knowledge society life aim bright future school provide knowledgeable work students betterment like commerce student get accounts knowledge science student get new technology knowledge suggestion send real life event one one
MOHD SUHAIL,jai hind sir mai ayodhya district rehne wala yha vikas karya rha mujhe lgta yha kyi historical sites jispar bhi dhyan diya jana chahiye taki yha tourist aaye unhe kayi place par ghoomne mauka mile isse yha logo bhi economicaly fayda hoga
Kiran Jadav,please survay gujarat bjp leaders understanding work winbase bjp name
Kiran Jadav,time change bharuch ankleshwar gujarat change bjp leader working long time bharuch ankleshwar devlopment
Tanhaji Ghule,respected sir suggestion regarding opening government run governance school could open school syllabus derived per elected position like mla sarpanch etc opinion elect must visited minimum countries developed development neighboring countries geographical issues etc along good understanding bharat bhartiya sanskriti challanges every states etc understanding india world bigger vision could help make india best country applies elected positions democracy make effective governance help
Vidushi,india high consummation alcohol drugs leading destruction much needed bright future india around youth starts smoking consuming alcohol taking drugs etc highly recommend ban alcohol drugs etc might beneficial nations economy surely nations health might increased need pharmaceuticals nation think many incomes come earning risk others life good india always land morals values taught people live others parasitic live others admit drugs even alcohol medical use provided hospitals medical centers made available citizens citizens asks alcohol drug solely doctors recommendation letter yoga done half work time limitations health comes first
Gaurang Kakkad,idea upgrade rajkot gujarat bhakti nagar railway station new entrance start laxmi nagar side development big road start new shuttle train every hour bhakti nagar torailway junction aims hospital amazing new rajkot people linked main station aims new airport request check first drawn video area google map mavdi nanamauva amin marg new rajkot west area direct benifsiry
NIKHIL MAHAGAONKAR,rti act one tools citizens interact bureaucracy get answers directly govt offices latest govt schemes digital india worthy appreciation however recent years rti diluted powerful tool common man longer got sharpness part smart administration digital india campaign online rti rti may strengthened needs taken grass root level right state district taluk level powers cic may restored may healthy citizen participation rest advertisement one way propaganda provide healthy feedback system consideration pls
NIKHIL MAHAGAONKAR,rti act one tools citizens interact bureaucracy get answers directly govt offices latest govt schemes digital india worthy appreciation however recent years rti diluted powerful tool common man longer got sharpness part smart administration digital india campaign inline rti rti may strengthened needs taken grass root level right state district taluk level powers cic may restored may healthy citizen participation rest advertisement one way propaganda provide healthy feedback system consideration pls
Anusree,respected prime minister modiji sir many people change furniture appliances gadgets etc using certain period time appliances may still usable condition may poor people need items cannot afford people willing give used items free need app facilitate exchange items two people person gives give item free person receives item take responsibility collecting item incur charges even food itemsif party surplus food good food owner immediately put app nearby need come collect save lot good food otherwise get wasted app service charge members register proof avoid cases fraud
SB Swamy,httpsyoutubeu tjb
RaviRanjanKumar,sir maine upi ctet liye payment kiya lekin payment completed show nhi kar rha hai jabki mera account payment kat gya hai
Ankur Agrawal,dear prime minister modiji ankur agrawal working drdo scientist bangalore regarding bad smell odour railway reservation coaches sir observed integration biotoilet huge smell sleeper coaches even coaches specially morning hours bad smell almost express trains condition less step towards biotoilet good makes passengers discomfort instead freshnatural air fresh biowaste inhaled makes entire morning full odourness personally suffered several times thought write bring notice corrective action avoid bad smell two suggestions option collection toilet waste common coachbogie separate bogie may engine end single place entire bio processing option collect toilet waste railway junctions ankur
SHOBHAJAGANNATH,clean ganga campaignas alternative river dip series sprinklers provided wall wherein pilgrims walk along queuethe sprinklers sprinkle holy water ganga starting foot level gradualy increasing height till level feet end queue pilgrims pradakshina along till end queue whole body drenched holy water temperature water canbe controlled pre heating elderly holy shower waste water treated reused purpose number persons taking river dip reduce thus reducing pollution
Sakshi Madnani,sir want request pls something intership delhi students cleared fmge test students waiting get internship stressed lack doctors india still ithis students wait internship delhi quickly get internship delhi hospitals states giving internship state students demanding domicile difficult delhi students aims rml hospitals ready take interns wrong sir nmc something students waiting quick every one get internship delhi delhi domicile sir pls open seats pls make future doctors free stress parents given away lots money even taken loans sold houses educate sir pls look matter urgently connect concern authorities pls soon possible save lives many students indelh
KishoreKK,sir sub life guards every river bridge cable bridge concrete bridge action concerned governments respected sir universally known lifeguard rescuer supervises safety rescue swimmers surfers water sports participants swimming pool water park beach spa river lake thus every swimming pool least one life guard life guards appointed every river canal bridge either cable bridge wooden bridge concrete bridge ghastly tragedies loss many innocent lives due collapse cable bridge morbi gujarat could avoided life guards appointed near concrete bridge also concerned authorities government india kindly consider suggestion issue necessary directions state governments
KAUSHIK CHAKRABORTY,dear prime minister modiji kaushik chakraborty working operations supervisor reputed international courier company ahmedabad gujarat requests increase mountaineering activity india present get mountaineering education institutes like nim avimas etc conducting basic advanced mountaineering courses duration days govt employees get leave participation courses majority working people india work private sector cannot participate courses possible get long leaves employer regard two suggestions option split courses rock craft ice craft split number days training days option enact law private sector companies provide special leave employees want participate bmc amc courses regards kaushik
KAUSHIK CHAKRABORTY,dear prime minister modiji kaushik chakraborty working operations supervisor reputed international courier company ahmedabad gujarat requests increase mountaineering activity india present get mountaineering education institutes like nim avimas etc conducting basic advanced mountaineering courses duration days govt employees get leave participation courses majority working people india work private sector cannot participate courses possible get long leaves employer regard two suggestions option split courses rock craft ice craft split number days training days option enact law private sector companies provide special leave employees want participate bmc amc courses regards kaushik
Rajat Ranjan Das,respected sir important thing india needs present development entrepreneurs cannot denied start india skill india given boost development entrepreneurs greater momentum required things point much headway made futuristic businesses far rely govt incentives subsidies apart restaurants resorts enterprises thrive skill development parties helped little view govt revamp schemes make entrepreneurs centric rather opportunistic incentive seekers simple user friendly module app developed suggestions demonstrations innovative work named show skill knows next musk could indian jai hind regards rajat
LokeshNamdev,honorable prime minster shri narendra modi would like bring kind attention population crore hunger index reached suggest raise jobs opportunities whatever could control one law please make strict actionable punishable chargeable law increasing population india gives birth two kids time peaceful announcement request population would increase way one world fulfill demands nation necessary govt provide jobs employment losing significant part another hand getting control lokesh namdev
AdithyaShankaraGA,honorable prime minister modiji adithya shankara assistant english teacher pragati vidyalaya bharatanahalli yellapur taluk uttarakannada district karnataka creating awareness indian army welfare fund armed forces battle casualties welfare fund established shri late manohar parikker defence minister india esteemed government travelled bike kilometers spread messages indian army importance donating help students teachers conducted jatha colleted fund credited army account hereby requesting suggest schools keep fund box institution make procession every year collect fund helpful indian army respected modiji please say maan baat thanking adithyashankar assistant teacher pragati vidyalaya bharatanahalli yellapura uttarakannada karnataka
YourName_7240,one idea make government sir like every government job candidate appearing screening aptitude exams conducted upscssc similarly aptitude test conducted candidates standing election etc exam psychological level like aptitude reasoning ssb defense services candidate pay amount party get ticket one qualify exam get ticket rest process lets make equal chance everyone one appearing clerical exam equally eligible politician agree plz feel free contact jai hind padega india bhadega india
DivyaS,would like put forward suggestion wherein ready handle man made natutal disasters considering climate change contingent factors apologies miss current past developments topici would grateful include disaster management extra curricular activity every grade secondary school based understanding level every grade beneficial carried colleges universities well help students safeguard case calamities take preventive measures atleast disasater recovery team arrives keep losses minimal also mandatory training program civilians country learn basic activities formation special force working cases committed task days working solutions past disasters preventive policies avoid major disasters located reach asap
SunilKumarSingh,sir regard would like drop suggestion country police known differently like bihar police bengal police etc called indian bihar police indian bengal police like wise give one nation one police different states suggestion state one nation one uniform decorated badges indian assam police indian bihar police indian bengal police thanks
Mogambokhushikhushi,much pollution causing harm nature plasticbased pollution act food products must packed plastic containers get mixed nanoplastic microplastic cause problem human bodies fassai doesnt care spencer doesnt care adani doesnt care keep using tremendous amount plastics govt silent people getting affected nanoplastic microplastic human blood mixed microplastic nanoplastic help help
PranaliSalvi,subject related womens kyc updation personal details marriage growing digital india make one single platform using updated adhar wewomen change details need marriage certificate gadgets pan adhar updation change every bank held account instead many streams make one single platform definately security major concern even govt everything single portal tax calculation also easy create portal based adhar onlywhere person submit updated details linked stream automatically fetch details update correct wrong
CNACHIAPPAN,government started budget exercise request finance minister raise basic income tax exemption limit ordinary citizens senior citizens also adjust slabs suitably example tax lakhs tax lakhs tax lakhs tax lakhs tax income lakhs standard deduction deduction section tta ttb etc may also raised suitably
PRINCE KUMAR RAI,idea hai agar shaadi jitna rupiya laga hai uske uper bhi tax lagega tab matlab bhi saman kharida gaya hai par tax laga hua hai aur jab saman dusre dena hai tab bhi tax lagega tab nhi tab kuch bhi nhi diya gaya hai shaadi nhi hua hai kanun tab talak liye saal tak intzar karo niyam pura manega liye sahi hai aur isme kuch sudhar bhi kar sakte hai
HelambeSN,digital money transactionsupi atm net banking mobile banking people afraid security due many phone calls sms various links provided fraudster people unable understand real source callssms links whether actually banks fraudster confusion mainly due promotional activities banks government bans promotional activities banks fraudster get chance cheat people
PRIYANKA TRIPATHI,sir second important matter school children nowadays parents easily providing mobile phones children carry school hiding teachers strict checking person appointed every school look matters children positive impact academic career
PRIYANKA TRIPATHI,hello would like highlight one major strong point school going students good health brain development round development going school students come within kms school range strictly use bicycles schools improve immunity power brain physical exercise time except special child special cases students class bikes scooter allowed school campus students genuine cases permission parents followed mission make child healthy hardworking totally dependent easy things little hardwork needed
Yogesh Sharma,hilly areas india large potential generate green energy use sources renewable power produce green hydrogen drastically change energy scenario grid based energy system capable handling current energy needs better start building local power houses help green hydrogen fuel also allow farmers generate green hydrogen available resources create large employment economic opportunities farmers also stop transmission losses good extent
SandeepJain,respected sir daily read newspapers inaugration new projects worth crores rupeesi sure someone monitoring implementation completion projectsmy suggestion must update status projects like inauguration comes news grand wayotherwise impression inauguration completion donethis bring confidence general public
Mahendraverma,mene complaint kiya pichle mah khet light band hone lekin usme koi bhi nirakaran nhi rha plz iska koi solution batiye kya kare apne khet light theek karwa saken
Anusree,respected prime minister modiji sir feel proud privileged prime minister would like ask travel app visiting temples india esp since lot temples renovated packages different categories paymentlow medium high durationdays weeks months guest typefor families women travelling alone old couples women children travelling alone places stay travel options like car auto etc marked identify women friendly options old couples travelling aloneoption doctors assistance call differently abled people assistance climbing steps inaccessible places travel app extended heritage sites also discounts given student groups art architecture colleges study tours
Jayant Shelgikar,best solution solve border issue maharashtra karnataka create new state three districts maharashtra solapur kolhapur sangli three district karnataka
Shivam Gupta_141,regard issue stubble burning next year government declare two msp rates crop one farmer brings remaining stubble along crop mandi second farmers didnt bring maybe percent first msp current scenario farmers find worthy cut stubble store instead resort burning case every year msp changes extra money could make cut instead burning
PRINCE KUMAR RAI,kabhi kabhi khud body dard jata hai galat tarika sone nass dusre jagah chale jata hai chahar jata hai isliye dawai aur kasraat karne dard dur hota hai aur kasraat baad khane aur malish maza aata hai apna anubhav bole galat hai tab kuch bolega mera khud udhyog suru kar grahak seva karna hai government koi bhi vyakti baat kar sakte hai princerai gmailcom ant hua tab aarambh bhi hona hai
PRINCE KUMAR RAI,translation bhi chahiye dekhne liye koi kya likha hai gov par
Rajat Ranjan Das,respected sir third post regarding development sports talent india increasing haul medals international competitions including olympics disciplines purely based time lengths weights govt mull upon app sportsmen check qualifying parameters create database make things clear suppose athelete throws javeline metres may potential qualify sports meet lack guidance deprived development app may end search talents avert many hurdles aspiring spotstmen hope age self declaration given trial overall betterment indian sports jai hind rajat
Amey Kale,sharing possible solution stubble burning problem faced end october every year suggesting instead burning stubble government procure store warehouses distribute dairy industry used food cattle helps two ways pollution burning stubble decrease considerably government pays every kilogram stubble procurement also dairy industry small farmers benefit need spend extra cattle feed
Ramkrishnagoswami,shearing personal view political affair country attached pdf write kind perusal
LUBHANSH CHAUHAN,agar hume uttar pradesh roadways buses upi koi online madhyam ticket lene mil jaaye bhout acha rhega kyuki bhout baar aisa hota kuch log bus ticket nikaalte huye wallet nikaal ticket price dete hai sometimes change nhi paate aur sometimes kuch chor jebkatre bus aakar baith jaate hai unki najar hmare wallet jaati aur bus niche utrte wakt bus hmara wallet chura lete aur jeb tak kaat lete hai mera sujhaav hai roadways buses bhi upi ticket payment karne suvidha uplabjad honi chahhiye
UDAY BHARDWAJ,dear sir name uday bhardwaj modi nagar disstghaziabad sir asking sir kendriya workers kaam karte kya desh thoda logo baare bhi toh sochiye log factory karkhane contract base par kaam karte kasi mahnat karte jase loading unloading weight kam factory contract base paar kam karne wala majdoor paise aur aur logo bhi toh badhna chahiye kuch kijiye sir warna desh sirf amir log hoge bhi aise amir phle amir labours plz sir logo baare bhi toh sochiye plz sir plz company labour kya chahti use uski mahnt sahi daam mile jab mahina poora use acha paisa mile yahi toh chahta majdoor plz sir logo aare bhi kuch sochiye april mahangai bhatta lagna dekhte kya milta kya nahi upar wala jane hamari govt dhanybaad sir
Fresh Money,want sell kidney crore contact whatsapp
Fresh Money,much need kidney donors sell kidney huge amount crore india rupees kidney budgeted huge amount money interested selling kidney contact whatsapp number azad moopen
Fresh Money,kidney donors needed urgently whatsapp number
Fresh Money,kidney donors needed urgently whatsapp number
Fresh Money,much need kidney donors sell kidney huge amount crore india rupees kidney budgeted huge amount money interested selling kidney contact whatsapp number azad moopen
Fresh Money,kidney donors needed urgently whatsapp number
Fresh Money,kidney donors needed urgently whatsapp number
Fresh Money,much need kidney donors sell kidney huge amount crore india rupees kidney budgeted huge amount money interested selling kidney contact whatsapp number azad moopen
RAJESHWAR KATRE,plantation reduce poverty water security
RAJESHWAR KATRE,water security farmers well common man
Jitender Kumar,sir number online gambling sites junglee rumee etc functional country many bollywood actors proudly advertise gambling government taking action gambling however poor person found gambling heavily punished request punish online gamblers also
Devang Ashokkumar Shah,direct indirect tax better income distribution indirect taxes lower direct taxes higher reduce indirect tax period time bring cover maximum people direct tax bracket give limit exempt income including agriculture income income received mps mlas together exempt income lakhs year
Chandrashekhar Ram,new adhaar bana
SandeepJain,respected sir block kavinagar ghaziabadthe block army stray dogs increasing day day free bite bark uswhy dont open dog zoo keep stray dogs therethe image india better today someone comes abroad heshe gets disturbed see dogs street say come againpl sir something issuethanks
Manish Madaan,respected sir today want discuss finance department get achieve financial goals first invest market rather infra projects sir told big cities crowded develop semi urban cities conacted highways shift infrastructure like internet dry ports dumping products import future programs state wise collect data employment every field would require make things possible got success sharp eyes projects consumables example take fruit reaserch team one peal processing different ways cosmetic organic agriculture pulp storage according lab oriented treatments seeds using processing gardening buy fruit team divided different types uses thats want say government expenditure government creating path zero hero
Sachin Dharmadhikari,bhangarwala balance weight chake
MukeshKumarKumawat,request wifi facality main broadcast system board long distance trains movement
PUSHPENDRASINGHSENGER,janwaro liye jitne bhi ayurvedic medicine hai app sakte alopetic medince animals aur bimar krti hai ayurvedic medicine sakte hai janwaro liye kyu nhi dusri baat jaan war hai humari jaan bhi unhi mai basi hai hum jitna unko marege unahi humari prakarti bhi nuksan hai aur tarika pralay bachne jaan hai humari hum unhi maar rhe hai aur kuch hindu vegetarian hoke bhi beef khate hai jaise actor ranvir kapoor aur bhi hai alia bhatt bete saja baap mili kyuki jab beta kha sakta father nhi jai mahakaal jai maa kali meri kalam pushpendra singh sengarphone
Apurva Mody,think rubika liyakat real nationalist must given chance work bjp centre favorable win
AMITKUMARMITRA,method make employers pay gratuity dues retiring separating employees needs place whether cpgrams molbr labour commissioner none take meaningful action living example employer bothered paying gratuity since november nothing done
Vidhya N,present government aware providing digital literacy common people fully aware privacy concerns regarding cyber security things like suggest people since evolving towards inclusive digitalization view paring competitive worldso please start initiative district level issuing directions district district magistrate supervise things coordinate process letting command sub ordinates updating initiative necessary survive digital worldand one request government supervise organise media path progress fake news exaggeration also towards humanity wellbeing things prioritise news headlines epaper newspaper minding psychology people towards well humanism request prime minister shri narendra damodardas modi thank
Sampurna Srivastav,dear sir happy appreciated work roads amazing want make attention towards separate road line people use bicycles called eco line cycles run seen people ignored safety perspective cycling mainly includes old aged people children
Sachin Kumar,must one nation one ration card one nation one health card like one nation one birth certificate one nation one marriage certificate one nation one death certificate
SHYAMSUNDERREDDY SHERI,team please bring llb yrs distance education program professionals modiji please look
P.Krishnamurthy,dear need blessings birthday november need probe one idea regarding agriculture allied sectorsour goi spending crores rupees research developmentbut reaching farmso goi make mandate every employee centralstate reaserch deptsline depts must adopt one village ensure integrated development approachfor yearsthanking regards
Vinit Gavankar,need start digital currency need reduce paper currency step step need educate people start transactions digitally smallest street vendor larger one business peoples street vendor star hotel needs business account people use transactions done data tracked income tax departments application avoid corruption generate tax one pay
Rajat Ranjan Das,respected sir long india focussed mainly northern southern western states whereas northeast island groups like lakhsadweep received less attention even though past decade seems good progress development places important citizens living entire nation places could great souce revenue form tourism organic farming believe north east could alternative kasmir himachal pradesh tourist futher maldives besides remains strategic importance states islands china emerging new power backyard trying cajole neighbours like burma bangladesh island could serve military bases oversee maritime activities protect economic interest jai hind rajat
Sanjay Sharma,sir huge cut security services public representatives representative people threatened public killed someone examples indira gandhi rajiv gandhi minimum necessary security provided rest turned towards public security judicial system reformed especially case rape often seen lower court high court give death penalty supreme court reduces sentence question arises either judges lower court high court inferior intelligence study law wrong proved guilty judicial system right reduce sentence culprit daughter dies every day society court police station secondly case rape word minor removed
Rajat Ranjan Das,sir pmay scheme provided beneficiaries construction sqm houses causes problem beneficiaries complete work proper manner besides remains chances fund getting misused instead providing money houses directly constructed third party agencies govt benefitted multiple ways gurantee every houses constructed similarity houses giving recognition govt scheme elimination false beneficiaries revenue third parties regards rajat
Priyanka Gautam,dear sir concern waste management mechanism may exploring reuse waste energy sourcing national science institutes may given projects work upon benchmarking countries may donehow reuse water homes reuse plastic recycle kitchen waste home economical way also non recyclable plastic consumption banned completely drive may run like plastic return get rice anything suitable may given collect useless plastics cost plastic products may raised limit usage tax plastic usage may introduced companies
AjoyKumarDas,dear pradhan mantri greetings ajoy kumar das chairman dukli panchayat samitiwest tripura share story successful conversion kani wasteland organic gardengram panchayats mostly dependent central state funds implementation workshowever augmentation ownsource revenue works taken panchayat panchayat samiti self reliant motivated theme aatma nirbhar bharat think aatma nirbhar bharat achieved grassroot level panchayat grass root level planted various exotic veggiesfruits like dragon fruit etcwith profit initial years built cold storage stalls distribution among unemployed youths started organic pisciculture facebookid dukli panchayat twitter duklisamiti
Vijay Dalvi,sir government build kisan aayog mahila ayog bal ayog farmer ask justice fraud seeds merchandise fraud duplicate pesticides farmer related issue support nation building
Vijay Dalvi,sir think government start krushi canteen small medium scale farmers purchase needful equipment government easily give assistance farmer support nation building
